"key","source","context","af","ar","bn","zh-CN","zh-TW","cs","nl","en","et","fr","de","el","he","hi","hu","id","it","ja","ko","no","fa","pl","pt-PT","ru","es-ES","sv-SE","tr","uk","vi"
"TR_THE_PRIVATE_BANK_IN_YOUR_HANDS","The private bank in your hands.","","The private bank in your hands.","The private bank in your hands.","The private bank in your hands.","您手中的私人银行。","The private bank in your hands.","Soukromá banka ve Vašich rukou.","The private bank in your hands.","The private bank in your hands.","The private bank in your hands.","La banque privée entre vos mains.","Eine private Bank in Ihren Händen.","The private bank in your hands.","The private bank in your hands.","The private bank in your hands.","The private bank in your hands.","The private bank in your hands.","The private bank in your hands.","携帯できるプライベートバンク。","손 안의 프라이빗 뱅크.","The private bank in your hands.","The private bank in your hands.","The private bank in your hands.","The private bank in your hands.","Частный банк в Ваших руках.","La banca privada en sus manos.","The private bank in your hands.","The private bank in your hands.","Приватний банк у Ваших руках.","The private bank in your hands."
"TR_CONNECT_TREZOR_TO_CONTINUE","Connect Trezor to continue","","Connect Trezor to continue","Connect Trezor to continue","বজায় রাখার জন্য Trezor সংযুক্ত করুন","连接 Trezor 以继续","請連接Trezor以繼續","Pro pokračování připojte Trezor","Sluit uw Trezor aan om door te gaan","Connect Trezor to continue","Ühendage Trezor et jätkata","Connectez Trezor pour continuer","Schließen Sie Ihren Trezor an, um fortzufahren","Συνδέστε το Trezor για να συνεχίσετε","חברו את את ה Trezor כדי להמשיך","Connect Trezor to continue","Csatlakoztassa a Trezor-t s folytatáshoz","Hubungkan Trezor untuk melanjutkan","Connetti Trezor per continuare","続けるにはTrezorを接続してください","계속하려면 Trezor 연결","Connect Trezor to continue","Connect Trezor to continue","Podłącz Trezor, aby kontynuować","Conecte o Trezor para continuar","Для продолжения подключите Trezor","Conecte el dispositivo Trezor para continuar","Anslut Trezor för att fortsätta","Devam etmek için Trezor cihazını bağlayınız","Підключіть Trezor, щоб продовжити","Kết nối Trezor để tiếp tục"
"TR_AND","and","","and","and","and","并","and","a","and","and","and","et","und","and","and","and","and","and","and","および","그리고","and","and","and","and","и","y","and","and","i","and"
"TR_DEVICE_NOT_RECOGNIZED_TRY_INSTALLING","Device not recognized? Try installing the {link}.","","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","未识别设备？尝试安装 {link}。","Device not recognized? Try installing the {link}.","Zařízení nebylo rozpoznáno? Zkuste nainstalovat {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","L'appareil n'est pas reconnu ? Essayez d'installer {link}.","Gerät nicht erkannt? Installieren Sie {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","デバイスが認識されませんか？{link}をインストールしてください。","장치가 인식되지 않습니까? {link}를 설치해 보세요.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Устройство не опознано? Установите {link}.","¿Dispositivo no reconocido? Pruebe instalar el {link}.","Device not recognized? Try installing the {link}.","Device not recognized? Try installing the {link}.","Пристрій не розпізнано? Спробуйте встановити {link}.","Device not recognized? Try installing the {link}."
"TR_DONT_HAVE_A_TREZOR_GET","Don't have a Trezor? {getOne}","","Don't have a Trezor? {getOne}","Don't have a Trezor? {getOne}","Trezor নাই? {getOne}","没有 Trezor？{getOne}","Don't have a Trezor? {getOne}","Ještě nemáte Trezor? {getOne}","Heb je geen Trezor {getOne}","Don't have a Trezor? {getOne}","Ei ole Trezorit? {getOne}","Vous n'avez pas de Trezor ? {getOne}","Sie haben noch keinen Trezor? {getOne}","Δεν έχετε Trezor; {getOne}","אין לכם Trezor? {getOne}","Don't have a Trezor? {getOne}","Nincs még Trezor-ja? {getOne}","Don't have a Trezor? {getOne}","Non hai Trezor? {getOne}","Trezorをお持ちではありませんか？{getOne}","Trezor가 없으신가요? {getOne}.","Har du ikke en Trezor? {getOne}","Don't have a Trezor? {getOne}","Nie masz Trezor? {getOne}","Não tem um Trezor? {getOne}","У вас ещё нет Trezor? {getOne}","¿No tiene Trezor? {getOne}","Har du ingen Trezor?{getOne}","Trezor sahibi değil misiniz? {getOne}","Не маєте Trezor? {getOne}","Không có Trezor? {getOne}"
"TR_GET_ONE","Get one","Part of the sentence: Dont have a Trezor? Get one","Get one","Get one","Get one","একটি নিন","立即获取","Jeden si pořiďte","Haal hier één","Get one","Võta üks","Obtenez-en un","Holen Sie sich einen","Πάρ'τε ένα","השיגו אחד","Get one","Itt hozzájuthat","Get one","Acquistane uno","入手してください","다운로드하세요","Skaff deg en","Get one","Zdobądź go","Compre um","Купите его!","Consiga uno","Skaffa en","Satın al","Отримайте його!","Hãy mua một cái"
"TR_UNPLUG_DEVICE_LABEL","Unplug ""{deviceLabel}"" device","","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Отключите Ваше устройство ""{deviceLabel}""","Desconecte el dispositivo de ""{deviceLabel}""","Unplug ""{deviceLabel}"" device","Unplug ""{deviceLabel}"" device","Відключіть пристрій ""{deviceLabel}""","Unplug ""{deviceLabel}"" device"
"TR_NEW_COMMUNICATION_TOOL","New communication tool to facilitate the connection between your Trezor and your internet browser.","","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","全新的通信工具，帮助在您的 Trezor 与网络浏览器之间建立连接。","New communication tool to facilitate the connection between your Trezor and your internet browser.","Nový nástroj pro usnadnění komunikace mezi vaším Trezorem a internetovým prohlížečem.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","Un nouvel outil de communication pour faciliter la connexion entre votre Trezor et votre navigateur internet.","Ein neues Kommunikations-Tool zur Vereinfachung der Verbindung zwischen Ihrem Trezor und Ihrem Internet-Browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","Trezorとインターネットブラウザ間の接続を支援する新しい通信ツールです。","Trezor와 인터넷 브라우저 간 연결을 용이하기 하는 새로운 통신 도구입니다.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","Новый инструмент коммуникации, который облегчает взаимодействие между Trezor и веб-браузером.","Nueva herramienta de comunicación para facilitar la conexión entre su Trezor y su navegador de internet.","New communication tool to facilitate the connection between your Trezor and your internet browser.","New communication tool to facilitate the connection between your Trezor and your internet browser.","Новий інструмент комунікації для полегшення зв'язку між Вашим Trezor та Вашим інтернет-браузером.","New communication tool to facilitate the connection between your Trezor and your internet browser."
"TR_DOWNLOAD_LATEST_BRIDGE","Download latest Bridge {version}","","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Download latest Bridge {version}","Скачать новейший Bridge {version}","Descargar el Bridge más reciente {version}","Download latest Bridge {version}","Download latest Bridge {version}","Завантажити последнiй Bridge {version}","Download latest Bridge {version}"
"TR_LEARN_MORE_ABOUT_LATEST_VERSION","Learn more about latest version in {TR_CHANGELOG}.","","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Проверьте {TR_CHANGELOG} для того, чтобы узнать подробности о новой версии.","Más información sobre la última versión en {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}.","Дiзнайтеся бiльше про останню версію у файлі {TR_CHANGELOG}.","Learn more about latest version in {TR_CHANGELOG}."
"TR_CHANGELOG","Changelog","Part of the sentence: Learn more about latest version in {TR_CHANGELOG}.","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Changelog","Журнал изменений","Historial de cambios","Changelog","Changelog","Журнал змін","Changelog"
"TR_CHECK_PGP_SIGNATURE","Check PGP signature","","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Check PGP signature","Проверить PGP-подпись","Verificar firma PGP","Check PGP signature","Check PGP signature","Перевiрити PGP пiдпис","Check PGP signature"
"TR_DONT_UPGRADE_BRIDGE","No, I don't want to upgrade Bridge now","","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","Нет, я не хочу обновлять Bridge сейчас","No, no quiero actualizar el Bridge ahora","No, I don't want to upgrade Bridge now","No, I don't want to upgrade Bridge now","Ні, зараз я не хочу обновляти Bridge","No, I don't want to upgrade Bridge now"
"TR_TAKE_ME_BACK_TO_WALLET","Take me back to the wallet","","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Take me back to the wallet","Назад к кошельку","Llévame de vuelta al monedero","Take me back to the wallet","Take me back to the wallet","Назад к гаманцю","Take me back to the wallet"
"TR_FIND_OUT_MORE_INFO","Find out more info","","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Find out more info","Узнать больше","Ver más información","Find out more info","Find out more info","Дiзнатися бiльше","Find out more info"
"TR_MODEL_DOES_NOT_SUPPORT_COIN","The coin {coin} is not supported by your Trezor model.","","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","您的 Trezor 型号不支持 {coin} 代币。","The coin {coin} is not supported by your Trezor model.","Kryptoměna {coin} není podporována tímto modelem Trezoru.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","La pièce {coin} n'est pas prise en charge par votre modèle de Trezor.","Der Coin {coin} wird nicht von Ihrem Trezor-Modell unterstützt.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","コイン {coin} はこのTrezorのモデルではサポートされていません。","{coin} 코인은 해당 Trezor 모델에서 지원되지 않습니다.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","Монета {coin} не поддерживается Вашей моделью Trezor.","La moneda {coin} no es compatible con su modelo de Trezor.","The coin {coin} is not supported by your Trezor model.","The coin {coin} is not supported by your Trezor model.","Монета {coin} не підтримується Вашою моделлю Trezor.","The coin {coin} is not supported by your Trezor model."
"TR_INITIALIZING_ACCOUNTS","Initializing accounts","","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Initializing accounts","Инициализация счетов","Inicialización de las cuentas","Initializing accounts","Initializing accounts","Ініціалізація рахункiв","Initializing accounts"
"TR_TO_ADD_A_NEW_ACCOUNT_LAST","To add a new account, last account must have some transactions.","","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","Чтобы добавить новый счет, в старом счете должны быть транзакции.","Para poder agregar una cuanta nueva, la cuenta anterior debe tener algunas transacciones.","To add a new account, last account must have some transactions.","To add a new account, last account must have some transactions.","Щоб додати новий рахунок, на старому рахунку мають бути деякі операції.","To add a new account, last account must have some transactions."
"TR_TO_ADD_ACCOUNTS","To add accounts, make sure your device is connected.","","To add accounts, make sure your device is connected.","To add accounts, make sure your device is connected.","অ্যাকাউন্ট যোগ করার জন্য, নিশ্চিত করুন যে আপনার ডিভাইস সংযুক্ত আছে।","要添加账户，请确保您的设备已连接。","如果要新增帳戶，請先確認你的裝置已連接上電腦，且最後一個帳戶裡不是空白的(有過交易紀錄)。","Pro přidání účtů se ujistěte, že je Trezor připojen.","Controleer of uw apparaat is aangesloten en het laatste account niet leeg is om accounts toe te voegen.","To add accounts, make sure your device is connected.","To add accounts, make sure your device is connected.","Pour ajouter des comptes, assurez vous que l'appareil est connecté.","Um Konten hinzuzufügen, stellen Sie sicher, dass Ihr Gerät angeschlossen ist.","Για να προσθέσετε λογαριασμούς, βεβαιωθείτε ότι η συσκευή είναι συνδεδεμένη.","על מנת להוסיף חשבונות, וודאו שההתקן מחובר.","To add accounts, make sure your device is connected.","Fiókok hozzáadásához az eszköznek csatlakozva kell lenni.","Untuk menambah akun, pastikan perangkat anda terhubung dan akun terakhir tidak kosong.","Per aggiungere altri accounts, assicurati che il dispositivo sia connesso e che l'ultimo account non sia vuoto.","口座を追加する際には、デバイスが接続されていることを確認してください。","계정을 추가하려면 장치가 연결되어 있는지 확인하세요.","To add accounts, make sure your device is connected.","To add accounts, make sure your device is connected.","Aby dodać konta, upewnij się, że Twoje urządzenie jest podłączone i ostatnie konto nie jest puste.","Para adicionar contas, certifique-se que o dispositivo esteja conectado e que a última conta não está vazia.","Чтобы добавить счета, убедитесь, что устройство подключено.","Para agregar cuentas, asegúrese de que el dispositivo está conectado y que la última cuenta no esté vacía.","För att lägga till konton, se till att din enhet är ansluten.","Hesap eklemek için cihazınızın bağlı olduğuna emin olunuz.","Щоб додати рахунки, переконайтеся, що пристрій підключено і останній рахунок не є порожнім.","Để thêm tài khoản, hãy chắc chắn rằng thiết bị đã được kết nối."
"TR_ADD_ACCOUNT","Add account","","Add account","Add account","একাউন্ট যোগ করুন","添加账户","新增帳戶","Přidat účet","Account toevoegen","Add account","Lisa konto","Ajouter un compte","Konto hinzufügen","Προσθήκη λογαριασμού","הוספת חשבון","Add account","Számla hozzáadása","Tambahkan akun","Aggiungi account","口座を追加","계정 추가","Legg til konto","Add account","Dodaj konto","Adicionar conta","Добавить счет","Añadir cuenta","Lägg till konto","Hesap ekle","Додати рахунок","Thêm tài khoản"
"TR_YOU_CANNOT_ADD_MORE_THAN_10_ACCOUNTS","You cannot add more than 10 accounts","","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","You cannot add more than 10 accounts","Можно добавить не более 10 счетов","No se pueden añadir más de 10 cuentas","You cannot add more than 10 accounts","You cannot add more than 10 accounts","Ви не можете додати більше 10 рахункiв","You cannot add more than 10 accounts"
"TR_OTHER_COINS","Other coins","","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Other coins","Другие монеты","Otras monedas","Other coins","Other coins","Інші монети","Other coins"
"TR_SELECT_COINS","Select a coin in {TR_SELECT_COINS_LINK}","COMPLETE SENTENCE: Select a coin in application settings","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Выберите монету в {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}","Виберіть монету у {TR_SELECT_COINS_LINK}","Select a coin in {TR_SELECT_COINS_LINK}"
"TR_SELECT_COINS_LINK","application settings","","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","application settings","настройки приложения","application settings","application settings","application settings","налаштування аплiкацiї","application settings"
"TR_CHANGE_WALLET_TYPE","Change wallet type","","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Change wallet type","Изменить тип кошелька","Cambiar el tipo del monedero","Change wallet type","Change wallet type","Змінити тип гаманцю","Change wallet type"
"TR_RENEW_SESSION","Renew session","TODO","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Renew session","Возобновить сессию","Renovar sesión","Renew session","Renew session","Відновити сеанс","Renew session"
"TR_YOU_ARE_IN_YOUR_STANDARD_WALLET","You are in your standard wallet.","","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","You are in your standard wallet.","Вы находитесь в Вашем стандартном кошельке.","Usted está en su monedero estándar.","You are in your standard wallet.","You are in your standard wallet.","Ви знаходитесь у стандартному гаманці.","You are in your standard wallet."
"TR_YOU_ARE_IN_YOUR_WALLET","You are in your hidden wallet.","","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","You are in your hidden wallet.","Вы находитесь в скрытом кошельке.","Usted está en su monedero oculto.","You are in your hidden wallet.","You are in your hidden wallet.","Ви знаходитесь у схованому гаманці.","You are in your hidden wallet."
"TR_CLICK_HERE_TO_ACCESS_YOUR_HIDDEN","Click here to access your hidden wallet.","","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Нажмите здесь, чтобы доступ к Вашему скрытому кошельку.","Haga clic aquí para acceder a su monedero oculto.","Click here to access your hidden wallet.","Click here to access your hidden wallet.","Натисніть тут, щоб отримати доступ до схованого гаманцю.","Click here to access your hidden wallet."
"TR_CLICK_HERE_TO_ACCESS_YOUR_STANDARD","Click here to access your standard or another hidden wallet.","","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Нажмите здесь, чтобы получить доступ к Вашему стандартному или скрытому кошельку.","Haga clic aquí para acceder a su monedero estándar o un otro monedero oculto.","Click here to access your standard or another hidden wallet.","Click here to access your standard or another hidden wallet.","Натисніть тут для доступу до стандартного або прихованного гаманецю.","Click here to access your standard or another hidden wallet."
"TR_TO_ACCESS_OTHER_WALLETS","To access other wallets please connect your device.","","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","To access other wallets please connect your device.","Для доступа к другим кошелькам, подключите, пожалуйста, Ваше устройство.","Para acceder a los otros monederos por favor conecte su dispositivo.","To access other wallets please connect your device.","To access other wallets please connect your device.","Для доступу до інших гаманцiв, будь ласка, підключіть Ваш пристрій.","To access other wallets please connect your device."
